Order_Number,Date,Customer_Name,Email,Ship_Date,Shipping_Address_Line1,Shipping_Address_Line2,Shipping_City,Shipping_State,Shipping_Zip,Product_Code,Product_Description,Unit_Price,Quantity,Extended_Price,Service_Fee,Total_Discount,Sub_Total,Shipping,Total_Amount,Source_File,Source_Page
3348.0,3/20/2024,Marlowe P. Castellano,marlowe.castellano151@outlook.com,3/21/2024,6505 Willow Ter,,BOICEVILLE,NY,124,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",18
3347.0,3/20/2024,Rafael Barlow,rafael.barlow3785@proton.me,3/21/2024,7864 Spruce Ave,,KALAMAZOO,MI,490,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",19
3341.0,3/20/2024,Felix Zimmerman,felix.zimmerman8729@outlook.com,3/21/2024,5518 Aspen Rd,,GILROY,CA,950,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",20
3345.0,3/20/2024,Blake R. Vasquez,blake.vasquez5908@outlook.com,3/21/2024,5579 Alder Ter,,BOZEMAN,MT,597,CARM-1,Signature Caramels — 1-Pack,49.99,1.0,49.99,2.79,0.0,52.78,12.0,64.78,"Adobe Scan Sep 21, 2025 (1).pdf",21
3340.0,3/20/2024,Yael K. Quintero,yael.quintero8737@icloud.com,3/21/2024,5381 Linden Pl,,DAPHNE,AL,365,SAMP,Sampler Pack,129.99,1.0,129.99,6.39,0.0,136.38,12.0,148.38,"Adobe Scan Sep 21, 2025 (1).pdf",22
3326.0,3/20/2024,Mira Ramsey,mira.ramsey1924@yahoo.com,3/21/2024,2603 Sequoia Ln,,BRUCETON MLS,WV,265,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,9.22,-48.2,202.0,12.0,214.0,"Adobe Scan Sep 21, 2025 (1).pdf",23
3386.0,3/21/2024,Blake Y. Vasquez,blake.vasquez6371@gmail.com,3/25/2024,1824 Aspen Ter,,RENO,NV,895,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",25
3385.0,3/21/2024,Finley T. Zimmerman,finley.zimmerman4669@proton.me,3/25/2024,9038 Cypress Ter,,SCOTTSDALE,AZ,852,GUMM-5,Botanical Gummies — 5-Pack,104.99,1.0,104.99,16.11,,362.08,12.0,374.08,"Adobe Scan Sep 21, 2025 (1).pdf",26
3385.0,3/21/2024,Finley T. Zimmerman,finley.zimmerman4669@proton.me,3/25/2024,9038 Cypress Ter,,SCOTTSDALE,AZ,852,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,16.11,,362.08,12.0,374.08,"Adobe Scan Sep 21, 2025 (1).pdf",26
3283.0,3/19/2024,Colette Abbott,colette.abbott3663@icloud.com,3/25/2024,9129 Linden Blvd,,LAKELAND,FL,338,SAMP,Sampler Pack,129.99,1.0,129.99,6.39,0.0,136.38,12.0,148.38,"Adobe Scan Sep 21, 2025 (1).pdf",27
3413.0,3/22/2024,Keira Cho,keira.cho108@icloud.com,3/25/2024,7064 Birch Blvd,,BLYTHEWOOD,SC,290,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,14.04,0.0,314.01,12.0,326.01,"Adobe Scan Sep 21, 2025 (1).pdf",28
3413.0,3/22/2024,Keira Cho,keira.cho108@icloud.com,3/25/2024,7064 Birch Blvd,,BLYTHEWOOD,SC,290,CARM-3,Signature Caramels — 3-Pack,99.99,1.0,99.99,14.04,0.0,314.01,12.0,326.01,"Adobe Scan Sep 21, 2025 (1).pdf",28
3413.0,3/22/2024,Keira Cho,keira.cho108@icloud.com,3/25/2024,7064 Birch Blvd,,BLYTHEWOOD,SC,290,SAMP,Sampler Pack,129.99,1.0,129.99,14.04,0.0,314.01,12.0,326.01,"Adobe Scan Sep 21, 2025 (1).pdf",28
3412.0,3/22/2024,Umi Xu,umi.xu2005@proton.me,3/25/2024,5387 Poplar Blvd,,YOUNGSTOWN,OH,445,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",29
3411.0,3/22/2024,Parker Thorne,parker.thorne634@outlook.com,3/25/2024,6902 Magnolia Ct,,MANTI,UT,846,SAMP,Sampler Pack,129.99,1.0,129.99,6.39,0.0,136.38,12.0,148.38,"Adobe Scan Sep 21, 2025 (1).pdf",30
3404.0,3/22/2024,Willa Larkin,willa.larkin1329@yahoo.com,3/25/2024,5533 Sycamore Dr,,WATERTOWN,MA,247,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,11.38,0.0,252.36,12.0,264.36,"Adobe Scan Sep 21, 2025 (1).pdf",31
3401.0,3/22/2024,Indigo Larkin,indigo.larkin8147@proton.me,3/25/2024,2226 Sequoia Dr,,STEAMBOAT SPR,CO,804,CHOC-1,Dark Chocolate Bar — 1-Pack,79.99,1.0,79.99,4.14,0.0,84.13,12.0,96.13,"Adobe Scan Sep 21, 2025 (1).pdf",32
3402.0,3/22/2024,Odette Ainsworth,odette.ainsworth2362@proton.me,3/25/2024,3906 Redwood St,,BEACON,NY,125,GUMM-3,Botanical Gummies — 3-Pack,89.99,1.0,89.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",33
3400.0,3/22/2024,Nolan W. Whitfield,nolan.whitfield1787@proton.me,3/25/2024,8685 Sequoia Ter,,HOUSTON,TX,770,CARM-1,Signature Caramels — 1-Pack,49.99,1.0,49.99,2.45,-7.5,44.94,12.0,56.94,"Adobe Scan Sep 21, 2025 (1).pdf",34
3423.0,3/22/2024,Esme Delgado,esme.delgado2863@icloud.com,3/25/2024,1843 Maple St,,LAKE STEVENS,WA,982,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,0.0,-320.97,0.0,0.0,0.0,"Adobe Scan Sep 21, 2025 (1).pdf",35
3423.0,3/22/2024,Esme Delgado,esme.delgado2863@icloud.com,3/25/2024,1843 Maple St,,LAKE STEVENS,WA,982,CHOC-1,Dark Chocolate Bar — 1-Pack,79.99,1.0,79.99,0.0,-320.97,0.0,0.0,0.0,"Adobe Scan Sep 21, 2025 (1).pdf",35
3421.0,3/22/2024,Gray N. Thorne,gray.thorne9620@yahoo.com,3/25/2024,2853 Sequoia Pl,,PLYMOUTH,MA,023,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",36
3420.0,3/22/2024,Isla B. Jennings,isla.jennings7599@proton.me,3/25/2024,6514 Chestnut Ter,,CHESAPEAKE,VA,233,GUMM-5,Botanical Gummies — 5-Pack,104.99,1.0,104.99,5.26,0.0,110.25,12.0,122.25,"Adobe Scan Sep 21, 2025 (1).pdf",37
3419.0,3/22/2024,Odette Pruitt,odette.pruitt4040@outlook.com,3/25/2024,3253 Sycamore Pl,,DANIELSVILLE,GA,306,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",38
3416.0,3/22/2024,Finley S. Nakamura,finley.nakamura5184@yahoo.com,3/25/2024,616 Dogwood St,,ALBUQUERQUE,NM,871,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",39
3439.0,3/23/2024,Isla Haddad,isla.haddad6460@yahoo.com,3/25/2024,8432 Dogwood Dr,,LA MESA,CA,919,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",40
3437.0,3/23/2024,Avery M. Donovan,avery.donovan1266@gmail.com,3/25/2024,3162 Aspen Blvd,,BARTLETT,TN,381,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,7.78,0.0,168.76,12.0,180.76,"Adobe Scan Sep 21, 2025 (1).pdf",41
3437.0,3/23/2024,Avery M. Donovan,avery.donovan1266@gmail.com,3/25/2024,3162 Aspen Blvd,,BARTLETT,TN,381,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,7.78,0.0,168.76,12.0,180.76,"Adobe Scan Sep 21, 2025 (1).pdf",42
3436.0,3/23/2024,Vince Y. Cho,vince.cho5640@yahoo.com,3/25/2024,1778 Dogwood Pl,,DELANO,MN,553,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,1.8,-7.0,29.79,12.0,41.79,"Adobe Scan Sep 21, 2025 (1).pdf",43
3435.0,3/23/2024,Yara B. Cho,yara.cho9771@icloud.com,3/25/2024,5987 Linden Ave,,JACKSON,GA,302,GUMM-5,Botanical Gummies — 5-Pack,104.99,1.0,104.99,10.71,-39.9,236.78,12.0,248.78,"Adobe Scan Sep 21, 2025 (1).pdf",44
3435.0,3/23/2024,Yara B. Cho,yara.cho9771@icloud.com,3/25/2024,5987 Linden Ave,,JACKSON,GA,302,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,10.71,-39.9,236.78,12.0,248.78,"Adobe Scan Sep 21, 2025 (1).pdf",44
3434.0,3/23/2024,Mira Bianchi,mira.bianchi1954@icloud.com,3/25/2024,1932 Maple Pl,,COLORADO SPGS,CO,809,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",45
3432.0,3/23/2024,Blake I. Guerrero,blake.guerrero8438@proton.me,3/25/2024,796 Cypress Dr,,S MOUNTAIN,PA,172,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",46
3433.0,3/23/2024,Julian V. Mercer,julian.mercer4440@outlook.com,3/25/2024,3836 Magnolia St,,CENTREVILLE,VA,201,GUMM-3,Botanical Gummies — 3-Pack,69.99,3.0,209.97,9.99,0.0,219.96,12.0,231.96,"Adobe Scan Sep 21, 2025 (1).pdf",47
,3/23/2024,Marlowe Z. Iverson,marlowe.iverson8039@icloud.com,3/25/2024,9696 Spruce Ave,,CHICAGO,IL,606,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",48
3429.0,3/23/2024,Indigo Mercer,indigo.mercer7338@outlook.com,3/25/2024,2305 Redwood Blvd,,EDENTON,NC,279,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",49
3427.0,3/23/2024,Oakley V. Ramsey,oakley.ramsey8945@icloud.com,3/25/2024,3842 Spruce Dr,,BEULAH,MI,496,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",50
3425.0,3/22/2024,Indigo Whitfield,indigo.whitfield8229@icloud.com,3/25/2024,7900 Redwood Rd,,TUSTIN,CA,927,SAMP,Sampler Pack,129.99,1.0,129.99,5.51,-19.5,116.0,12.0,128.0,"Adobe Scan Sep 21, 2025 (1).pdf",51
3424.0,3/22/2024,Avery Pruitt,avery.pruitt4710@outlook.com,3/25/2024,7297 Chestnut Ln,,HILLSBORO,MO,630,CHOC-1,Dark Chocolate Bar — 1-Pack,79.99,1.0,79.99,0.0,-79.99,0.0,0.0,0.0,"Adobe Scan Sep 21, 2025 (1).pdf",52
3457.0,3/23/2024,Indigo Castellano,indigo.castellano7926@proton.me,3/25/2024,9518 Alder Way,,BLOOMSBURG,PA,178,CARM-3,Signature Caramels — 3-Pack,99.99,1.0,99.99,5.04,0.0,105.03,12.0,117.03,"Adobe Scan Sep 21, 2025 (1).pdf",53
3312.0,3/20/2024,Cameron Castellano,cameron.castellano1158@yahoo.com,3/21/2024,1400 Magnolia Ln,,FT LAUDERDALE,FL,333,GUMM-5,Botanical Gummies — 5-Pack,104.99,2.0,209.98,9.99,0.0,219.97,12.0,231.97,"Adobe Scan Sep 21, 2025 (1).pdf",54
3313.0,3/20/2024,Gray Emerson,gray.emerson470@proton.me,3/21/2024,7912 Sycamore Way,,EAST PALATKA,FL,321,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,1.88,-5.25,31.62,12.0,43.62,"Adobe Scan Sep 21, 2025 (1).pdf",55
3533.0,3/25/2024,Rafael Y. Fontaine,rafael.fontaine2309@icloud.com,3/26/2024,1527 Dogwood Dr,,WASHINGTON,MO,630,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",56
3532.0,3/25/2024,Vince M. Zimmerman,vince.zimmerman358@icloud.com,3/26/2024,3405 Maple Pl,,DURANGO,CO,813,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",57
3531.0,3/25/2024,Reese Yates,reese.yates8889@proton.me,3/26/2024,8223 Chestnut Way,,NEWTOWN,PA,189,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,11.38,0.0,252.36,12.0,264.36,"Adobe Scan Sep 21, 2025 (1).pdf",58
3525.0,3/25/2024,Keira Yates,keira.yates4186@icloud.com,3/26/2024,876 Laurel Pl,,LONGVIEW,TX,756,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",59
3528.0,3/25/2024,Elliot Emerson,elliot.emerson9810@proton.me,3/26/2024,2421 Cedar Ave,,WILSON,NC,278,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",60
3523.0,3/25/2024,Logan N. Ghosh,logan.ghosh6030@gmail.com,3/26/2024,4671 Dogwood Rd,,MADERA,CA,936,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",61
3522.0,3/25/2024,Amara L. Farrell,amara.farrell6662@proton.me,3/26/2024,8238 Sequoia Ln,,LAS VEGAS,NV,891,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,9.76,-36.15,214.59,12.0,226.59,"Adobe Scan Sep 21, 2025 (1).pdf",62
3521.0,3/25/2024,Julian Fontaine,julian.fontaine4121@yahoo.com,3/26/2024,2059 Sycamore Rd,,LAS VEGAS,NV,891,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",63
3561.0,3/26/2024,Avery F. Jennings,avery.jennings2469@outlook.com,3/26/2024,1501 Hemlock Ter,,JACKSONVILLE,FL,322,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,15.49,-58.65,347.81,12.0,359.81,"Adobe Scan Sep 21, 2025 (1).pdf",64
3561.0,3/26/2024,Avery F. Jennings,avery.jennings2469@outlook.com,3/26/2024,1501 Hemlock Ter,,JACKSONVILLE,FL,322,CARM-5,Signature Caramels — 5-Pack,149.99,1.0,149.99,15.49,-58.65,347.81,12.0,359.81,"Adobe Scan Sep 21, 2025 (1).pdf",64
3519.0,3/25/2024,Keira K. Larkin,keira.larkin8754@gmail.com,3/26/2024,7725 Birch Ter,,VENTURA,CA,9,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,6.7,-24.15,143.53,12.0,155.53,"Adobe Scan Sep 21, 2025 (1).pdf",65
3557.0,3/26/2024,Parker J. Ramsey,parker.ramsey8649@gmail.com,3/26/2024,5021 Willow Ter,,SOUTH EASTON,MA,023,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",66
3554.0,3/26/2024,Isla B. Escobar,isla.escobar7983@outlook.com,3/26/2024,9712 Linden Ave,,ROCKVILLE,IN,478,SAMP,Sampler Pack,129.99,1.0,129.99,5.51,-19.5,116.0,12.0,128.0,"Adobe Scan Sep 21, 2025 (1).pdf",67
3550.0,3/25/2024,Leon I. Bianchi,leon.bianchi4178@gmail.com,3/26/2024,4840 Alder St,,WRANGELL,AK,999,CARM-5,Signature Caramels — 5-Pack,149.99,1.0,149.99,6.28,-22.5,133.77,12.0,145.77,"Adobe Scan Sep 21, 2025 (1).pdf",68
3553.0,3/26/2024,Avery Zimmerman,avery.zimmerman6039@icloud.com,3/26/2024,7394 Birch Ln,,NEW YORK,NY,100,CHOC-1,Dark Chocolate Bar — 1-Pack,34.99,1.0,34.99,4.68,-23.0,96.66,12.0,108.66,"Adobe Scan Sep 21, 2025 (1).pdf",69
3553.0,3/26/2024,Avery Zimmerman,avery.zimmerman6039@icloud.com,3/26/2024,7394 Birch Ln,,NEW YORK,NY,100,CHOC-1,Dark Chocolate Bar — 1-Pack,79.99,1.0,79.99,4.68,-23.0,96.66,12.0,108.66,"Adobe Scan Sep 21, 2025 (1).pdf",69
3551.0,3/26/2024,Indigo Yates,indigo.yates9398@yahoo.com,3/26/2024,4574 Dogwood Ter,,FOND DU LAC,WI,549,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,1.88,-5.25,31.62,12.0,43.62,"Adobe Scan Sep 21, 2025 (1).pdf",70
3548.0,3/25/2024,Kai A. Mercer,kai.mercer8186@icloud.com,3/26/2024,2230 Spruce Pl,,WOODLAND HLS,CA,913,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,6.34,-32.2,135.12,12.0,147.12,"Adobe Scan Sep 21, 2025 (1).pdf",71
3546.0,3/25/2024,Dominic P. Delgado,dominic.delgado8270@gmail.com,3/26/2024,2055 Aspen Ter,,MESA,AZ,852,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.22,-10.5,62.71,12.0,74.71,"Adobe Scan Sep 21, 2025 (1).pdf",72
3545.0,3/25/2024,Priya Z. Fontaine,priya.fontaine4535@proton.me,3/26/2024,1641 Redwood Ln,,CEDAR PARK,TX,786,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.22,-10.5,62.71,12.0,74.71,"Adobe Scan Sep 21, 2025 (1).pdf",73
3566.0,3/26/2024,Willa L. Kowalski,willa.kowalski9199@yahoo.com,3/26/2024,6448 Linden Ct,,HERMITAGE,PA,161,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,1.88,-5.25,31.62,12.0,43.62,"Adobe Scan Sep 21, 2025 (1).pdf",74
3541.0,3/25/2024,Wren I. Larkin,wren.larkin5277@gmail.com,3/26/2024,6821 Magnolia Rd,,SEABROOK,TX,775,SAMP,Sampler Pack,129.99,1.0,129.99,5.51,-19.5,116.0,12.0,128.0,"Adobe Scan Sep 21, 2025 (1).pdf",75
3565.0,3/26/2024,Kai S. Bianchi,kai.bianchi394@yahoo.com,3/26/2024,2263 Linden Dr,,TUSTIN,MI,496,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",76
3564.0,3/26/2024,Zion Escobar,zion.escobar2184@yahoo.com,3/26/2024,5281 Birch Ter,,HARRISON,TN,373,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,9.76,-36.15,214.59,12.0,226.59,"Adobe Scan Sep 21, 2025 (1).pdf",77
3562.0,3/26/2024,Leon Castellano,leon.castellano9919@icloud.com,3/26/2024,4835 Sequoia Ave,,COLF,WI,547,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,6.7,-24.15,143.53,12.0,155.53,"Adobe Scan Sep 21, 2025 (1).pdf",78
3501.0,3/24/2024,Hugo Z. Farrell,hugo.farrell8241@gmail.com,3/25/2024,8647 Laurel Way,,VAN WERT,OH,458,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",80
3502.0,3/24/2024,Indigo A. Donovan,indigo.donovan4818@icloud.com,3/25/2024,8402 Cedar Pl,,LAKE STEVENS,WA,982,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.69,0.0,73.68,12.0,85.68,"Adobe Scan Sep 21, 2025 (1).pdf",81
3503.0,3/24/2024,Wren Nakamura,wren.nakamura2835@proton.me,3/25/2024,5288 Birch Ct,,Richardson,TX,750,GUMM-5,Botanical Gummies — 5-Pack,104.99,1.0,104.99,5.26,0.0,110.25,12.0,122.25,"Adobe Scan Sep 21, 2025 (1).pdf",82
3504.0,3/24/2024,Greta Ramsey,greta.ramsey966@yahoo.com,3/25/2024,4909 Hawthorn Blvd,,NEW ORLEANS,LA,701,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",83
3510.0,3/24/2024,Colette S. Underwood,colette.underwood20@gmail.com,3/25/2024,6691 Dogwood Ter,,LITTLE ROCK,AR,722,SAMP,Sampler Pack,129.99,1.0,129.99,6.39,0.0,136.38,12.0,148.38,"Adobe Scan Sep 21, 2025 (1).pdf",84
3507.0,3/24/2024,Dakota A. Okafor,dakota.okafor9905@icloud.com,3/25/2024,7349 Hawthorn Ct,,RIVERSIDE,AL,351,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",85
3512.0,3/24/2024,Cameron O. Delgado,cameron.delgado6412@proton.me,3/25/2024,1927 Cypress Rd,,CAPE CORAL,FL,339,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,18.63,0.0,420.59,12.0,432.59,"Adobe Scan Sep 21, 2025 (1).pdf",86
3512.0,3/24/2024,Cameron O. Delgado,cameron.delgado6412@proton.me,3/25/2024,1927 Cypress Rd,,CAPE CORAL,FL,339,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,18.63,0.0,420.59,12.0,432.59,"Adobe Scan Sep 21, 2025 (1).pdf",86
3513.0,3/24/2024,Felix J. Whitfield,felix.whitfield7037@icloud.com,3/25/2024,6678 Sycamore Blvd,,ROCKAWAY BCH,OR,971,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,9.76,-36.15,214.59,12.0,226.59,"Adobe Scan Sep 21, 2025 (1).pdf",87
3516.0,3/24/2024,Colette Kowalski,colette.kowalski6729@icloud.com,3/25/2024,1079 Hemlock Pl,,PAPAIKOU,HI,967,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,11.38,0.0,252.36,12.0,264.36,"Adobe Scan Sep 21, 2025 (1).pdf",88
3517.0,3/25/2024,Yael P. Guerrero,yael.guerrero5094@outlook.com,3/25/2024,586 Birch Pl,,READING,PA,196,GUMM-3,Botanical Gummies — 3-Pack,69.99,1.0,69.99,3.22,-10.5,62.71,12.0,74.71,"Adobe Scan Sep 21, 2025 (1).pdf",89
3492.0,3/24/2024,Nolan Fontaine,nolan.fontaine9039@proton.me,3/25/2024,3357 Cedar Rd,,ISSAQUAH,WA,980,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",90
3493.0,3/24/2024,Harper K. Vasquez,harper.vasquez823@icloud.com,3/25/2024,5517 Juniper Rd,,NARRAGANSETT,RI,028,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",91
3494.0,3/24/2024,Mira C. Whitfield,mira.whitfield9345@yahoo.com,3/25/2024,5837 Maple Ct,,SPOTSYLVANIA,VA,225,CHOC-1,Dark Chocolate Bar — 1-Pack,79.99,1.0,79.99,3.6,-12.0,71.59,12.0,83.59,"Adobe Scan Sep 21, 2025 (1).pdf",92
3496.0,3/24/2024,Oakley H. Thorne,oakley.thorne6039@yahoo.com,3/25/2024,6725 Sequoia Way,,FT WALTON BCH,FL,325,CARM-5,Signature Caramels — 5-Pack,149.99,1.0,149.99,12.01,0.0,266.99,12.0,278.99,"Adobe Scan Sep 21, 2025 (1).pdf",93
3496.0,3/24/2024,Oakley H. Thorne,oakley.thorne6039@yahoo.com,3/25/2024,6725 Sequoia Way,,FT WALTON BCH,FL,325,GUMM-5,Botanical Gummies — 5-Pack,104.99,1.0,104.99,12.01,0.0,266.99,12.0,278.99,"Adobe Scan Sep 21, 2025 (1).pdf",93
3497.0,3/24/2024,Felix Cho,felix.cho9151@gmail.com,3/25/2024,1797 Sequoia St,,FT WALTON BCH,FL,325,CHOC-5,Dark Chocolate Bar — 5-Pack,240.98,1.0,240.98,11.38,0.0,252.36,12.0,264.36,"Adobe Scan Sep 21, 2025 (1).pdf",94
3498.0,3/24/2024,Greta Ainsworth,greta.ainsworth2495@icloud.com,3/25/2024,9250 Chestnut Ct,,FUQUAY VARINA,NC,275,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,7.78,0.0,168.76,12.0,180.76,"Adobe Scan Sep 21, 2025 (1).pdf",95
3499.0,3/24/2024,Amara Z. Farrell,amara.farrell2547@outlook.com,3/25/2024,4741 Spruce Ave,,COMMACK,NY,117,CHOC-3,Dark Chocolate Bar — 3-Pack,160.98,1.0,160.98,7.78,0.0,168.76,12.0,180.76,"Adobe Scan Sep 21, 2025 (1).pdf",96
3500.0,3/24/2024,Odette Ghosh,odette.ghosh6050@icloud.com,3/25/2024,4632 Dogwood Blvd,,EAST ELMHURST,NY,113,CARM-5,Signature Caramels — 5-Pack,149.99,1.0,149.99,7.29,0.0,157.28,12.0,169.28,"Adobe Scan Sep 21, 2025 (1).pdf",97
3473.0,3/23/2024,Felix Underwood,felix.underwood620@proton.me,3/25/2024,1031 Sycamore Rd,,COOPER CITY,FL,333,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,2.11,0.0,37.1,12.0,49.1,"Adobe Scan Sep 21, 2025 (1).pdf",98
3470.0,3/23/2024,Dominic V. Vasquez,dominic.vasquez3256@yahoo.com,3/25/2024,5665 Magnolia Ave,,PINE HILL,NJ,802,CARM-1,Signature Caramels — 1-Pack,49.99,1.0,49.99,4.36,0.0,89.34,12.0,101.34,"Adobe Scan Sep 21, 2025 (1).pdf",99
3470.0,3/23/2024,Dominic V. Vasquez,dominic.vasquez3256@yahoo.com,3/25/2024,5665 Magnolia Ave,,PINE HILL,NJ,802,GUMM-1,Botanical Gummies — 1-Pack,34.99,1.0,34.99,4.36,0.0,89.34,12.0,101.34,"Adobe Scan Sep 21, 2025 (1).pdf",99
3467.0,3/23/2024,Marlowe Thorne,marlowe.thorne5644@yahoo.com,3/25/2024,6113 Magnolia Rd,,KEARNEY,NE,688,CARM-3,Signature Caramels — 3-Pack,99.99,1.0,99.99,5.04,0.0,105.03,12.0,117.03,"Adobe Scan Sep 21, 2025 (1).pdf",100
